name,sku,category,quantity,unit price,ext price,date
Huel-Haag,AS-93055,Shirt,3,88.25,264.75,2013-11-22 02:08:50
Gorczany-Hahn,MJ-21460,Shoes,16,74.73,1195.68,2014-10-08 07:30:19
"Kihn, McClure and Denesik",VG-32047,Shirt,15,39.14,587.1,2014-08-02 17:24:19
Kunze Inc,LW-86841,Shoes,5,63.32,316.6,2014-02-13 19:42:05
"Davis, Kshlerin and Reilly",LW-86841,Shoes,7,18.99,132.93,2014-04-17 16:31:36
Waters-Walker,FK-71853,Shirt,6,48.34,290.04,2014-10-07 11:12:45
Waters-Walker,MJ-21460,Shoes,1,76.61,76.61,2014-05-07 10:17:28
"Senger, Upton and Breitenberg",MJ-21460,Shoes,11,10.12,111.32,2014-03-29 05:53:03
Cole-Eichmann,AS-93055,Shirt,20,96.14,1922.8,2014-08-02 19:08:15
Huel-Haag,MJ-21460,Shoes,10,69.19,691.9,2014-01-07 14:36:19
"Kerluke, Reilly and Bechtelar",VG-32047,Shirt,16,64.75,1036,2014-02-11 09:04:11
Koelpin PLC,LW-86841,Shoes,1,62.87,62.87,2014-01-01 22:40:22
"Kuphal, Zieme and Kub",QN-82852,Belt,13,13.05,169.65,2014-09-04 16:33:40
Waters-Walker,KV-99194,Shirt,2,96.8,193.6,2014-07-13 09:44:29
Heidenreich-Bosco,LL-46261,Shoes,6,23.04,138.24,2014-03-02 03:45:46
Kunze Inc,KV-99194,Shirt,8,35.98,287.84,2014-05-20 14:38:17
Gorczany-Hahn,AS-93055,Shirt,9,14.71,132.39,2014-03-01 13:31:22
Cole-Eichmann,GS-86623,Shoes,2,43.85,87.7,2014-06-09 21:31:11
"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,9,52.42,471.78,2014-05-22 11:49:32
Heidenreich-Bosco,QN-82852,Belt,15,20.07,301.05,2014-06-27 12:15:09
Waelchi-Fahey,QN-82852,Belt,17,56.27,956.59,2014-02-09 14:52:49
Heidenreich-Bosco,QN-82852,Belt,8,79.2,633.6,2014-06-07 18:59:21
"Ernser, Cruickshank and Lind",MJ-21460,Shoes,7,97.93,685.51,2014-04-05 00:29:44
Hegmann and Sons,QN-82852,Belt,8,49.06,392.48,2014-05-03 20:50:41
"Volkman, Goyette and Lemke",GS-86623,Shoes,5,62.46,312.3,2014-05-13 14:52:47
"Davis, Kshlerin and Reilly",FK-71853,Shirt,20,11.96,239.2,2014-09-04 18:27:56
Koelpin PLC,KV-99194,Shirt,12,91.33,1095.96,2014-03-01 09:46:48
Gorczany-Hahn,WJ-02096,Belt,3,93.5,280.5,2014-08-25 21:36:41
Heidenreich-Bosco,GS-86623,Shoes,19,26.88,510.72,2014-04-07 07:12:29
"Ernser, Cruickshank and Lind",MJ-21460,Shoes,8,49.15,393.2,2014-10-12 21:49:47
Heidenreich-Bosco,WJ-02096,Belt,7,52.04,364.28,2013-11-07 19:58:39
Cole-Eichmann,KV-99194,Shirt,13,97.04,1261.52,2014-06-17 08:28:31
"Ernser, Cruickshank and Lind",AS-93055,Shirt,6,29.88,179.28,2014-09-04 14:54:23
Hegmann and Sons,KV-99194,Shirt,6,62.36,374.16,2014-01-07 03:14:00
Hegmann and Sons,AS-93055,Shirt,15,88.44,1326.6,2014-10-15 01:54:05
Kilback-Gerlach,KV-99194,Shirt,16,79.71,1275.36,2014-08-30 06:23:27
Hamill-Hackett,LW-86841,Shoes,11,96.57,1062.27,2014-01-09 13:36:39
Carroll PLC,VG-32047,Shirt,12,79.85,958.2,2014-01-16 11:38:27
Waters-Walker,AS-93055,Shirt,2,47.74,95.48,2014-03-22 02:00:16
Cole-Eichmann,KV-99194,Shirt,18,97.33,1751.94,2014-01-16 12:27:14
Hamill-Hackett,FK-71853,Shirt,18,98.39,1771.02,2014-01-06 08:14:31
Cole-Eichmann,LL-46261,Shoes,2,94.06,188.12,2013-12-16 21:29:38
"Senger, Upton and Breitenberg",LL-46261,Shoes,11,19.17,210.87,2013-10-26 13:17:07
"Davis, Kshlerin and Reilly",GS-86623,Shoes,18,20.74,373.32,2013-10-22 20:01:38
Cole-Eichmann,AS-93055,Shirt,7,80.69,564.83,2014-01-10 21:42:10
Waters-Walker,AS-93055,Shirt,15,84.23,1263.45,2014-07-18 04:09:08
Hegmann and Sons,GS-86623,Shoes,9,39.14,352.26,2013-11-17 23:11:28
"Senger, Upton and Breitenberg",VG-32047,Shirt,10,67.36,673.6,2013-11-02 03:09:24
Berge LLC,VG-32047,Shirt,14,93.45,1308.3,2014-02-10 07:13:32
Koelpin PLC,LL-46261,Shoes,8,62.68,501.44,2013-11-10 16:34:17
"Ernser, Cruickshank and Lind",QN-82852,Belt,13,86.33,1122.29,2013-10-23 02:35:36
Kilback-Gerlach,GS-86623,Shoes,1,25.23,25.23,2014-02-15 18:56:38
"Ernser, Cruickshank and Lind",KV-99194,Shirt,14,93.56,1309.84,2014-10-21 14:14:21
Carroll PLC,LW-86841,Shoes,19,22.36,424.84,2014-07-08 00:03:47
Kilback-Gerlach,LW-86841,Shoes,13,72.82,946.66,2014-02-10 18:44:09
Heidenreich-Bosco,AS-93055,Shirt,4,22.33,89.32,2014-05-22 10:55:51
"Senger, Upton and Breitenberg",MJ-21460,Shoes,5,41.67,208.35,2013-12-04 08:24:01
Carroll PLC,MJ-21460,Shoes,13,29.69,385.97,2014-03-25 09:03:04
"Kihn, McClure and Denesik",GS-86623,Shoes,20,20.83,416.6,2014-09-07 19:59:58
Hegmann and Sons,LW-86841,Shoes,12,96.49,1157.88,2014-08-24 02:46:41
"Kihn, McClure and Denesik",WJ-02096,Belt,15,51.35,770.25,2014-05-13 12:39:44
"Kerluke, Reilly and Bechtelar",GS-86623,Shoes,16,90.96,1455.36,2013-11-02 09:19:40
Kilback-Gerlach,LW-86841,Shoes,12,22.81,273.72,2014-09-17 02:46:57
Waters-Walker,AS-93055,Shirt,19,28.76,546.44,2013-12-19 19:43:07
Heidenreich-Bosco,VG-32047,Shirt,2,35.71,71.42,2014-07-03 03:16:33
Carroll PLC,LL-46261,Shoes,9,32.75,294.75,2014-02-08 10:48:21
"Kihn, McClure and Denesik",LW-86841,Shoes,2,92.23,184.46,2014-02-18 03:57:38
Hegmann and Sons,MJ-21460,Shoes,12,18.24,218.88,2014-05-01 16:46:03
"Davis, Kshlerin and Reilly",AS-93055,Shirt,6,49.81,298.86,2013-11-01 16:31:25
Huel-Haag,QN-82852,Belt,2,22.38,44.76,2014-01-23 23:47:01
"Senger, Upton and Breitenberg",QN-82852,Belt,10,25.65,256.5,2013-12-20 14:10:18
"Kuphal, Zieme and Kub",QN-82852,Belt,12,37.5,450,2013-12-30 04:04:50
Gorczany-Hahn,VG-32047,Shirt,20,72.35,1447,2014-08-11 19:02:14
"Kihn, McClure and Denesik",LL-46261,Shoes,2,48.21,96.42,2014-09-16 16:12:02
Kilback-Gerlach,VG-32047,Shirt,1,91.96,91.96,2013-10-23 15:08:31
"Senger, Upton and Breitenberg",GS-86623,Shoes,7,62.27,435.89,2013-12-30 01:55:14
Waters-Walker,KV-99194,Shirt,20,99.74,1994.8,2014-04-18 15:39:12
Heidenreich-Bosco,QN-82852,Belt,15,82.82,1242.3,2014-03-27 04:42:40
Berge LLC,GS-86623,Shoes,8,85.04,680.32,2014-02-26 14:43:51
Cole-Eichmann,LW-86841,Shoes,10,73.24,732.4,2014-06-07 10:04:53
Waters-Walker,AS-93055,Shirt,9,68.62,617.58,2014-08-12 08:06:21
Huel-Haag,QN-82852,Belt,1,57.33,57.33,2014-08-27 11:27:28
Kunze Inc,KV-99194,Shirt,9,27.16,244.44,2014-02-08 06:22:34
Waelchi-Fahey,LW-86841,Shoes,10,56.56,565.6,2014-10-01 11:38:04
Carroll PLC,WJ-02096,Belt,20,14.37,287.4,2014-07-20 17:22:03
"Kihn, McClure and Denesik",WJ-02096,Belt,11,60.5,665.5,2014-08-03 10:39:51
Kunze Inc,GS-86623,Shoes,16,19.66,314.56,2014-05-03 21:18:15
Waters-Walker,GS-86623,Shoes,13,90.95,1182.35,2014-06-14 12:43:51
Huel-Haag,LL-46261,Shoes,9,98.22,883.98,2014-07-26 01:10:57
Heidenreich-Bosco,LW-86841,Shoes,14,74.83,1047.62,2014-06-27 05:58:33
